"id","jahr_an_anno","plz_npa","verbund_communaute_comunita","anzahl_nombre_quantita","flag","geo_point_2d"
"1",2017,1005,"ZVV",2,3,"46.5228877019, 6.64403717807"
"2",2017,1007,"ZVV",2,3,"46.489313156, 6.60782510441"
"3",2017,1009,"ZVV",2,3,"46.4896031272, 6.65655341791"
"4",2017,1024,"ZVV",2,3,"46.5299794404, 6.5594898329"
"5",2017,1032,"ZVV",2,3,"46.5671309151, 6.60996199428"
"6",2017,1052,"ZVV",2,3,"46.5628827285, 6.64531616002"
"7",2017,1162,"ZVV",2,3,"46.4695741852, 6.47006619988"
"8",2017,1203,"ZVV",2,3,"46.2090912476, 6.12285874994"
"9",2017,1208,"ZVV",2,3,"46.1997499041, 6.16834510984"
"10",2017,1209,"ZVV",2,3,"46.2227098303, 6.12383018299"
"11",2017,1212,"ZVV",2,3,"46.1785617284, 6.12142785674"
"12",2017,1234,"ZVV",2,3,"46.1754152717, 6.15973368343"
"13",2017,1292,"ZVV",2,3,"46.2386978163, 6.15177362981"
"14",2017,1302,"ZVV",2,3,"46.5766885976, 6.53813146847"
"15",2017,1553,"ZVV",2,3,"46.7544499597, 6.93908420156"
"16",2017,1616,"ZVV",2,3,"46.5090397482, 6.8549781585"
"17",2017,1724,"ZVV",2,3,"46.7241726067, 7.18767704766"
"18",2017,1794,"ZVV",2,3,"46.915437829, 7.15318333692"
"19",2017,1934,"ZVV",2,3,"46.0517719274, 7.20747129276"
"20",2017,1964,"ZVV",2,3,"46.2225999991, 7.30387879915"
"21",2017,1996,"ZVV",2,3,"46.1820655738, 7.3266527766"
"22",2017,2540,"ZVV",2,3,"47.1985686767, 7.38854142145"
"23",2017,2553,"ZVV",2,3,"47.1536469924, 7.32289919663"
"24",2017,2576,"ZVV",2,3,"47.0454820519, 7.16239856145"
"25",2017,3012,"ZVV",2,3,"46.9621594997, 7.42718223007"
"26",2017,3014,"ZVV",2,3,"46.9648784558, 7.4604124534"
"27",2017,3072,"ZVV",2,3,"46.9577623599, 7.49475477586"
"28",2017,3313,"ZVV",2,3,"47.0985108192, 7.51259373043"
"29",2017,3400,"ZVV",2,3,"47.0574623799, 7.61936236649"
"30",2017,3510,"ZVV",2,3,"46.8825841922, 7.61884385385"
"31",2017,3612,"ZVV",2,3,"46.7838600963, 7.63454848602"
"32",2017,3658,"ZVV",2,3,"46.7052370052, 7.75397366875"
"33",2017,3778,"ZVV",2,3,"46.5213009897, 7.27237790465"
"34",2017,3818,"ZVV",2,3,"46.619878761, 8.05453517232"
"35",2017,4056,"ZVV",2,3,"47.5708404619, 7.57616231737"
"36",2017,4102,"ZVV",2,3,"47.5381006903, 7.56856161878"
"37",2017,4143,"ZVV",2,3,"47.4779604615, 7.6252683777"
"38",2017,4144,"ZVV",2,3,"47.4968453823, 7.62929597506"
"39",2017,4226,"ZVV",2,3,"47.407423408, 7.55217376797"
"40",2017,4303,"ZVV",2,3,"47.5378765798, 7.74379349476"
"41",2017,4312,"ZVV",2,3,"47.5209676628, 7.81056775921"
"42",2017,4315,"ZVV",2,3,"47.5257286285, 7.90095452638"
"43",2017,4334,"ZVV",2,3,"47.5535482807, 7.98636470984"
"44",2017,4434,"ZVV",2,3,"47.4272445126, 7.77594858138"
"45",2017,4463,"ZVV",2,3,"47.5061238445, 7.86708607174"
"46",2017,4564,"ZVV",2,3,"47.1593127673, 7.5739263205"
"47",2017,4573,"ZVV",2,3,"47.1737618994, 7.52872481929"
"48",2017,4628,"ZVV",2,3,"47.2714991019, 7.79922401343"
"49",2017,4657,"ZVV",2,3,"47.3487038286, 7.94638184355"
"50",2017,4852,"ZVV",2,3,"47.2996496641, 7.88469728061"
"51",2017,5028,"ZVV",2,3,"47.4867321006, 8.04447112311"
"52",2017,5040,"ZVV",2,3,"47.306721763, 8.05635610664"
"53",2017,5235,"ZVV",2,3,"47.50628151, 8.21376692286"
"54",2017,5242,"ZVV",2,3,"47.4335330367, 8.21321583868"
"55",2017,5244,"ZVV",2,3,"47.4374863471, 8.24340847706"
"56",2017,5300,"ZVV",2,3,"47.4914354796, 8.25717558442"
"57",2017,5303,"ZVV",2,3,"47.5334988064, 8.25031005093"
"58",2017,5322,"ZVV",2,3,"47.6054190273, 8.2450197907"
"59",2017,5330,"ZVV",2,3,"47.5872900116, 8.29303439981"
"60",2017,5332,"ZVV",2,3,"47.5684481335, 8.32286430917"
"61",2017,5405,"ZVV",2,3,"47.4558631581, 8.28615824795"
"62",2017,5408,"ZVV",2,3,"47.481821052, 8.32461174123"
"63",2017,5423,"ZVV",2,3,"47.5028111587, 8.320121186"
"64",2017,5443,"ZVV",2,3,"47.4214768366, 8.30241300429"
"65",2017,5454,"ZVV",2,3,"47.392973729, 8.35044049768"
"66",2017,5462,"ZVV",2,3,"47.5400363264, 8.38813542529"
"67",2017,5463,"ZVV",2,3,"47.5550750609, 8.36774936757"
"68",2017,5464,"ZVV",2,3,"47.5657350813, 8.38166602476"
"69",2017,5605,"ZVV",2,3,"47.3792958251, 8.24259634665"
"70",2017,5619,"ZVV",2,3,"47.3295701584, 8.26939676263"
"71",2017,5620,"ZVV",22,NA,"47.3548350595, 8.33094833253"
"72",2017,5634,"ZVV",2,3,"47.2640875232, 8.38501797539"
"73",2017,5637,"ZVV",2,3,"47.2308094579, 8.34030772494"
"74",2017,5643,"ZVV",2,3,"47.1984746392, 8.39227365634"
"75",2017,5647,"ZVV",2,3,"47.168274253, 8.39969431606"
"76",2017,5706,"ZVV",2,3,"47.3133594839, 8.19299431277"
"77",2017,5712,"ZVV",2,3,"47.2678442259, 8.20965964398"
"78",2017,5742,"ZVV",2,3,"47.3360768175, 8.02206481806"
"79",2017,6004,"ZVV",2,3,"47.0607588787, 8.30181159005"
"80",2017,6045,"ZVV",2,3,"47.046245954, 8.37551242923"
"81",2017,6055,"ZVV",2,3,"46.9502718908, 8.22746417457"
"82",2017,6078,"ZVV",2,3,"46.7863614072, 8.1685097582"
"83",2017,6102,"ZVV",2,3,"47.0391722392, 8.18559445026"
"84",2017,6212,"ZVV",2,3,"47.1837712237, 8.05853558622"
"85",2017,6213,"ZVV",2,3,"47.2024242208, 8.07133089212"
"86",2017,6234,"ZVV",2,3,"47.2387513894, 8.08181998061"
"87",2017,6275,"ZVV",2,3,"47.155639477, 8.33624676808"
"88",2017,6285,"ZVV",2,3,"47.2239637468, 8.25888020075"
"89",2017,6312,"ZVV",2,3,"47.2005758877, 8.48869006537"
"90",2017,6313,"ZVV",2,3,"47.1735149789, 8.59927575563"
"91",2017,6341,"ZVV",2,3,""
"92",2017,6343,"ZVV",2,3,"47.1396393776, 8.46022981791"
"93",2017,6365,"ZVV",2,3,"47.0059516133, 8.38382808629"
"94",2017,6371,"ZVV",2,3,""
"95",2017,6372,"ZVV",2,3,"46.94613435, 8.32357988579"
"96",2017,6374,"ZVV",2,3,"46.9685630479, 8.4237772435"
"97",2017,6375,"ZVV",2,3,"46.9515606409, 8.47270754483"
"98",2017,6410,"ZVV",2,3,"47.0246727885, 8.52237364509"
"99",2017,6422,"ZVV",2,3,"47.053041531, 8.61061700374"
"100",2017,6423,"ZVV",2,3,"47.0339146462, 8.62919388281"
"101",2017,6466,"ZVV",2,3,"46.9312545199, 8.58299254162"
"102",2017,6467,"ZVV",2,3,"46.8578013547, 8.65320571535"
"103",2017,6473,"ZVV",2,3,"46.8064941559, 8.69136598587"
"104",2017,6500,"ZVV",2,3,"46.1938179476, 9.03757885656"
"105",2017,6518,"ZVV",2,3,"46.2265116928, 8.99648702722"
"106",2017,6533,"ZVV",2,3,"46.2396607297, 9.06931280042"
"107",2017,6537,"ZVV",2,3,"46.2340109743, 9.18232275428"
"108",2017,6557,"ZVV",2,3,"46.2619600336, 9.20756462745"
"109",2017,6597,"ZVV",2,3,"46.181176977, 8.90913788113"
"110",2017,6605,"ZVV",2,3,"46.185899536, 8.77991559225"
"111",2017,6614,"ZVV",2,3,"46.1342302551, 8.73657734253"
"112",2017,6616,"ZVV",2,3,"46.1703229173, 8.74310219058"
"113",2017,6652,"ZVV",2,3,"46.1917564378, 8.74686642993"
"114",2017,6653,"ZVV",2,3,"46.1945223509, 8.72913448917"
"115",2017,6672,"ZVV",2,3,"46.2337387454, 8.76761722196"
"116",2017,6685,"ZVV",2,3,"46.3215138691, 8.48505704169"
"117",2017,6717,"ZVV",2,3,"46.484364315, 8.9749687371"
"118",2017,6744,"ZVV",2,3,"46.3475549249, 8.89517089899"
"119",2017,6760,"ZVV",2,3,"46.4753777066, 8.84515984095"
"120",2017,6830,"ZVV",2,3,"45.835027068, 9.02678371403"
"121",2017,6839,"ZVV",2,3,"45.8624309497, 9.04599852766"
"122",2017,6852,"ZVV",2,3,"45.8513391477, 8.95846759325"
"123",2017,6853,"ZVV",2,3,"45.8642750305, 8.95571484784"
"124",2017,6854,"ZVV",2,3,"45.8590890977, 8.93659963344"
"125",2017,6855,"ZVV",2,3,"45.8467380176, 8.93359656913"
"126",2017,6864,"ZVV",2,3,"45.8811801505, 8.94105340678"
"127",2017,6873,"ZVV",2,3,"45.8632768623, 8.9945744055"
"128",2017,6900,"ZVV",39,NA,"46.0138047702, 8.94481109938"
"129",2017,6915,"ZVV",2,3,"45.9866592707, 8.93183104619"
"130",2017,6919,"ZVV",2,3,"45.9699226669, 8.90073663465"
"131",2017,6928,"ZVV",2,3,"46.0319622139, 8.92052462335"
"132",2017,6937,"ZVV",2,3,"46.0447750349, 8.85980737994"
"133",2017,6939,"ZVV",2,3,"46.0609974849, 8.89464780872"
"134",2017,6944,"ZVV",2,3,"46.0387580048, 8.94525134553"
"135",2017,6945,"ZVV",2,3,"46.0525946516, 8.94595240437"
"136",2017,6947,"ZVV",2,3,"46.0569501012, 8.96113385947"
"137",2017,6954,"ZVV",2,3,"46.0675546663, 8.95634374473"
"138",2017,6955,"ZVV",2,3,"46.0707138757, 8.98255885299"
"139",2017,6962,"ZVV",2,3,"46.0140961486, 8.97177608806"
"140",2017,6981,"ZVV",2,3,"46.0239066997, 8.83021674989"
"141",2017,6984,"ZVV",2,3,"45.9843488505, 8.86671580516"
"142",2017,6987,"ZVV",2,3,"45.9693024544, 8.88160060437"
"143",2017,6997,"ZVV",2,3,"46.0045525017, 8.81355659804"
"144",2017,7017,"ZVV",2,3,"46.8652738717, 9.27061395703"
"145",2017,7018,"ZVV",2,3,"46.8261364293, 9.28829610233"
"146",2017,7026,"ZVV",2,3,"46.845977517, 9.57361386751"
"147",2017,7027,"ZVV",2,3,"46.8497261657, 9.6155541753"
"148",2017,7031,"ZVV",2,3,"46.8110904776, 9.26431013537"
"149",2017,7122,"ZVV",2,3,"46.7737073738, 9.29584493989"
"150",2017,7143,"ZVV",2,3,"46.7361245171, 9.17488219728"
"151",2017,7153,"ZVV",2,3,"46.8089900925, 9.23086627289"
"152",2017,7204,"ZVV",2,3,"46.9219051927, 9.5171351948"
"153",2017,7220,"ZVV",2,3,"46.9968941225, 9.7710038706"
"154",2017,7233,"ZVV",2,3,"46.8994359309, 9.70480457111"
"155",2017,7250,"ZVV",2,3,"46.8487565179, 9.96620810473"
"156",2017,7302,"ZVV",2,3,"46.962633753, 9.57841783208"
"157",2017,7320,"ZVV",2,3,"47.0569130295, 9.45013497346"
"158",2017,7411,"ZVV",2,3,"46.6920710157, 9.46621096161"
"159",2017,7516,"ZVV",2,3,"46.3660772752, 9.7211399525"
"160",2017,8010,"ZVV",2,3,""
"161",2017,8024,"ZVV",2,3,""
"162",2017,8038,"ZVV",3997,NA,"47.3433261978, 8.5362772262"
"163",2017,8045,"ZVV",2390,NA,"47.3544584482, 8.51002409946"
"164",2017,8047,"ZVV",4962,NA,"47.3752749565, 8.48721615658"
"165",2017,8048,"ZVV",5951,NA,"47.3876041435, 8.48040278399"
"166",2017,8051,"ZVV",4454,NA,"47.4020125933, 8.57925699954"
"167",2017,8057,"ZVV",5590,NA,"47.4014017104, 8.54563452645"
"168",2017,8093,"ZVV",2,3,""
"169",2017,8106,"ZVV",384,NA,"47.453761224, 8.46423032964"
"170",2017,8108,"ZVV",311,NA,"47.4407575481, 8.43352422152"
"171",2017,8123,"ZVV",305,NA,"47.352929836, 8.64166403169"
"172",2017,8132,"ZVV",683,NA,"47.2948135068, 8.69061240796"
"173",2017,8135,"ZVV",928,NA,"47.2680192088, 8.55925836688"
"174",2017,8136,"ZVV",351,NA,"47.2838293976, 8.55309391319"
"175",2017,8142,"ZVV",690,NA,"47.3684263252, 8.46043413801"
"176",2017,8166,"ZVV",328,NA,"47.504282437, 8.37614186564"
"177",2017,8174,"ZVV",94,NA,"47.5307100068, 8.46983442881"
"178",2017,8181,"ZVV",166,NA,"47.5088879875, 8.50356344722"
"179",2017,8196,"ZVV",108,NA,"47.6097998395, 8.51009077782"
"180",2017,8203,"ZVV",2,3,"47.7006087987, 8.66455173948"
"181",2017,8215,"ZVV",2,3,"47.7018650336, 8.4442824539"
"182",2017,8217,"ZVV",2,3,"47.6686687739, 8.46141935436"
"183",2017,8219,"ZVV",2,3,"47.671381177, 8.42695919392"
"184",2017,8222,"ZVV",2,3,"47.704797826, 8.57774595476"
"185",2017,8225,"ZVV",2,3,"47.7248328974, 8.5235254664"
"186",2017,8233,"ZVV",2,3,"47.7948033831, 8.59305938433"
"187",2017,8234,"ZVV",2,3,"47.7398515177, 8.65924877482"
"188",2017,8240,"ZVV",2,3,"47.7445552116, 8.70735221917"
"189",2017,8252,"ZVV",2,3,"47.6685809534, 8.70001959659"
"190",2017,8253,"ZVV",2,3,"47.6811578116, 8.73900215268"
"191",2017,8260,"ZVV",2,3,"47.667528431, 8.85936797096"
"192",2017,8264,"ZVV",2,3,"47.6378590642, 8.87679414706"
"193",2017,8268,"ZVV",2,3,"47.6640525402, 9.05196864989"
"194",2017,8303,"ZVV",1323,NA,"47.4417545858, 8.6315724406"
"195",2017,8304,"ZVV",2291,NA,"47.4187043631, 8.59603214251"
"196",2017,8306,"ZVV",503,NA,"47.4231928271, 8.63524047561"
"197",2017,8307,"ZVV",1254,NA,"47.4254568906, 8.69379427828"
"198",2017,8308,"ZVV",615,NA,"47.4220963715, 8.74450911995"
"199",2017,8315,"ZVV",62,NA,"47.4449496905, 8.67778342308"
"200",2017,8320,"ZVV",623,NA,"47.3885136577, 8.75112674915"
"201",2017,8331,"ZVV",32,NA,"47.3461193783, 8.80904480446"
"202",2017,8340,"ZVV",819,NA,"47.304695737, 8.84691607945"
"203",2017,8352,"ZVV",295,NA,"47.4884032028, 8.79887796727"
"204",2017,8353,"ZVV",327,NA,"47.4950148749, 8.86410990416"
"205",2017,8356,"ZVV",2,3,"47.4757199819, 8.89788374549"
"206",2017,8362,"ZVV",2,3,"47.4554112881, 8.9380098273"
"207",2017,8411,"ZVV",2,3,""
"208",2017,8425,"ZVV",62,NA,"47.4908224447, 8.63434517638"
"209",2017,8442,"ZVV",367,NA,"47.550927697, 8.70738923887"
"210",2017,8451,"ZVV",114,NA,"47.6088332876, 8.68563737441"
"211",2017,8458,"ZVV",61,NA,"47.5725439187, 8.6512201247"
"212",2017,8463,"ZVV",36,NA,"47.655513393, 8.65505108893"
"213",2017,8466,"ZVV",28,NA,"47.6383009764, 8.69867445244"
"214",2017,8468,"ZVV",30,NA,"47.6368900116, 8.76141823744"
"215",2017,8475,"ZVV",121,NA,"47.6139407545, 8.72269891649"
"216",2017,8495,"ZVV",2,3,"47.4208441365, 8.91089440405"
"217",2017,8507,"ZVV",2,3,"47.643028022, 8.97261251746"
"218",2017,8525,"ZVV",2,3,"47.5957602693, 8.77923128095"
"219",2017,8548,"ZVV",47,NA,"47.564457232, 8.82531400618"
"220",2017,8553,"ZVV",2,3,"47.5790766699, 8.96758560764"
"221",2017,8555,"ZVV",2,3,"47.6042061179, 9.00488481225"
"222",2017,8575,"ZVV",2,3,"47.5410127613, 9.14478172702"
"223",2017,8577,"ZVV",2,3,"47.5164801256, 9.1343507632"
"224",2017,8585,"ZVV",2,3,"47.5987109851, 9.2433026519"
"225",2017,8588,"ZVV",2,3,"47.522294681, 9.26273528836"
"226",2017,8597,"ZVV",2,3,"47.6386457021, 9.25926128163"
"227",2017,8610,"ZVV",3728,NA,"47.3491786057, 8.72196075089"
"228",2017,8613,"ZVV",2,3,""
"229",2017,8616,"ZVV",102,NA,"47.3313029088, 8.70993131519"
"230",2017,8618,"ZVV",322,NA,"47.2752777485, 8.72463552227"
"231",2017,8620,"ZVV",1403,NA,"47.3241605235, 8.80310035897"
"232",2017,8636,"ZVV",391,NA,"47.2901314548, 8.92425021918"
"233",2017,8653,"ZVV",2,3,""
"234",2017,8708,"ZVV",1600,NA,"47.2556291813, 8.69605364772"
"235",2017,8717,"ZVV",2,3,"47.1935740213, 8.99719364433"
"236",2017,8722,"ZVV",2,3,"47.2109921338, 9.05051979005"
"237",2017,8727,"ZVV",2,3,"47.2758589676, 9.02404917033"
"238",2017,8803,"ZVV",992,NA,"47.3076620272, 8.55373132286"
"239",2017,8815,"ZVV",23,NA,"47.2504134287, 8.58319387698"
"240",2017,8820,"ZVV",1747,NA,"47.2252965259, 8.66069667894"
"241",2017,8832,"ZVV",633,NA,"47.1971101677, 8.73603786985"
"242",2017,8840,"ZVV",35,NA,"47.132893479, 8.74520292914"
"243",2017,8842,"ZVV",2,3,"47.0421581033, 8.80841336071"
"244",2017,8843,"ZVV",2,3,"47.0327495636, 8.76238945452"
"245",2017,8846,"ZVV",2,3,"47.1310335165, 8.81152584916"
"246",2017,8854,"ZVV",29,NA,"47.149710294, 8.92486551709"
"247",2017,8890,"ZVV",2,3,"47.0951728947, 9.34214923747"
"248",2017,8903,"ZVV",910,NA,"47.3551875267, 8.43568639643"
"249",2017,8904,"ZVV",220,NA,"47.3368013018, 8.43412254822"
"250",2017,8906,"ZVV",766,NA,"47.3180103504, 8.46736366585"
"251",2017,8911,"ZVV",68,NA,"47.2463610208, 8.50010805053"
"252",2017,8912,"ZVV",337,NA,"47.2629241023, 8.42313882825"
"253",2017,8925,"ZVV",2,3,"47.2284413863, 8.55704942864"
"254",2017,8926,"ZVV",2,3,"47.2338975632, 8.49438437331"
"255",2017,8932,"ZVV",303,NA,"47.2491542064, 8.4650620104"
"256",2017,8957,"ZVV",195,NA,"47.4194061019, 8.36831287113"
"257",2017,9010,"ZVV",2,3,"47.4432348759, 9.37480886083"
"258",2017,9015,"ZVV",2,3,"47.4091390173, 9.30833573888"
"259",2017,9032,"ZVV",2,3,"47.4446126142, 9.34256139835"
"260",2017,9043,"ZVV",2,3,"47.4018004703, 9.47799200422"
"261",2017,9055,"ZVV",2,3,"47.3800142639, 9.42823772112"
"262",2017,9103,"ZVV",2,3,"47.3527750828, 9.23737431061"
"263",2017,9122,"ZVV",2,3,"47.3614715333, 9.13921945191"
"264",2017,9205,"ZVV",2,3,"47.4642925063, 9.2888382645"
"265",2017,9220,"ZVV",2,3,"47.4982817743, 9.25778615618"
"266",2017,9244,"ZVV",2,3,"47.4476121621, 9.14368241315"
"267",2017,9300,"ZVV",2,3,"47.4675141178, 9.38113739618"
"268",2017,9413,"ZVV",2,3,"47.4136281027, 9.54275929766"
"269",2017,9428,"ZVV",2,3,"47.4446356218, 9.59851860343"
"270",2017,9436,"ZVV",2,3,"47.394767755, 9.61326004957"
"271",2017,9437,"ZVV",2,3,"47.3878256657, 9.58037796681"
"272",2017,9451,"ZVV",2,3,"47.3652588586, 9.60723023224"
"273",2017,9490,"ZVV",2,3,"47.1477090706, 9.52741139086"
"274",2017,9494,"ZVV",2,3,"47.1765151623, 9.52113785824"
"275",2017,9498,"ZVV",2,3,"47.1833633894, 9.55933156377"
"276",2017,9500,"ZVV",2,3,"47.4423408703, 9.0547603193"
"277",2017,9512,"ZVV",2,3,"47.4831064547, 9.07335081981"
"278",2017,9527,"ZVV",2,3,"47.4799427956, 9.18670047712"
"279",2017,9534,"ZVV",2,3,"47.3960108048, 8.99811572282"
"280",2017,9545,"ZVV",2,3,"47.4999221428, 8.96245193341"
"281",2017,9604,"ZVV",2,3,"47.4104432281, 9.09520223409"
"282",2017,9615,"ZVV",2,3,"47.3380205183, 9.07018848213"
"283",2017,5628,"Z-Pass Schwyz/Zug",4,3,"47.2925412036, 8.36575678465"
"284",2017,5647,"Z-Pass Schwyz/Zug",4,3,"47.168274253, 8.39969431606"
"285",2017,6038,"Z-Pass Schwyz/Zug",4,3,"47.1340914584, 8.41037628223"
"286",2017,6044,"Z-Pass Schwyz/Zug",4,3,"47.0940763468, 8.40083911183"
"287",2017,6045,"Z-Pass Schwyz/Zug",4,3,"47.046245954, 8.37551242923"
"288",2017,6280,"Z-Pass Schwyz/Zug",4,3,"47.1679417703, 8.28577116613"
"289",2017,6312,"Z-Pass Schwyz/Zug",138,NA,"47.2005758877, 8.48869006537"
"290",2017,6319,"Z-Pass Schwyz/Zug",24,NA,"47.1660630166, 8.55089519608"
"291",2017,6330,"Z-Pass Schwyz/Zug",169,NA,"47.1958460161, 8.45742594809"
"292",2017,6333,"Z-Pass Schwyz/Zug",49,NA,"47.1722493299, 8.44790513137"
"293",2017,6345,"Z-Pass Schwyz/Zug",22,NA,"47.200902487, 8.58489773166"
"294",2017,6354,"Z-Pass Schwyz/Zug",4,3,"47.0175327956, 8.48693865148"
"295",2017,6370,"Z-Pass Schwyz/Zug",4,3,"46.9600998367, 8.36437329375"
"296",2017,6414,"Z-Pass Schwyz/Zug",4,3,"47.0556840567, 8.53607486138"
"297",2017,6417,"Z-Pass Schwyz/Zug",4,3,"47.0819152185, 8.63299736837"
"298",2017,6422,"Z-Pass Schwyz/Zug",4,3,"47.053041531, 8.61061700374"
"299",2017,6443,"Z-Pass Schwyz/Zug",4,3,"46.9760752674, 8.62226947886"
"300",2017,8003,"Z-Pass Schwyz/Zug",58,NA,"47.374629306, 8.51497119589"
"301",2017,8008,"Z-Pass Schwyz/Zug",54,NA,"47.3551603476, 8.55985219604"
"302",2017,8053,"Z-Pass Schwyz/Zug",4,3,"47.3622654854, 8.59862059496"
"303",2017,8055,"Z-Pass Schwyz/Zug",27,NA,"47.3653535218, 8.49548461277"
"304",2017,8064,"Z-Pass Schwyz/Zug",4,3,"47.3996380177, 8.48656386793"
"305",2017,8126,"Z-Pass Schwyz/Zug",4,3,"47.3355117911, 8.62731430092"
"306",2017,8127,"Z-Pass Schwyz/Zug",4,3,"47.3229287033, 8.64743363936"
"307",2017,8134,"Z-Pass Schwyz/Zug",4,3,"47.3106721376, 8.52239671582"
"308",2017,8135,"Z-Pass Schwyz/Zug",4,3,"47.2680192088, 8.55925836688"
"309",2017,8153,"Z-Pass Schwyz/Zug",4,3,"47.4489971562, 8.52953713067"
"310",2017,8154,"Z-Pass Schwyz/Zug",4,3,"47.4793183756, 8.52499083489"
"311",2017,8184,"Z-Pass Schwyz/Zug",4,3,"47.5029603505, 8.54619181113"
"312",2017,8193,"Z-Pass Schwyz/Zug",4,3,"47.5747289146, 8.52565579302"
"313",2017,8195,"Z-Pass Schwyz/Zug",4,3,"47.5968614346, 8.47276698246"
"314",2017,8306,"Z-Pass Schwyz/Zug",4,3,"47.4231928271, 8.63524047561"
"315",2017,8307,"Z-Pass Schwyz/Zug",4,3,"47.4254568906, 8.69379427828"
"316",2017,8312,"Z-Pass Schwyz/Zug",4,3,"47.4601089511, 8.69197533668"
"317",2017,8330,"Z-Pass Schwyz/Zug",4,3,"47.3713928473, 8.79255202238"
"318",2017,8344,"Z-Pass Schwyz/Zug",4,3,"47.3402549532, 8.87249510413"
"319",2017,8353,"Z-Pass Schwyz/Zug",4,3,"47.4950148749, 8.86410990416"
"320",2017,8455,"Z-Pass Schwyz/Zug",4,3,"47.5884743539, 8.56798572951"
"321",2017,8602,"Z-Pass Schwyz/Zug",4,3,"47.4110016338, 8.65204509742"
"322",2017,8608,"Z-Pass Schwyz/Zug",4,3,"47.2712262296, 8.81308748854"
"323",2017,8630,"Z-Pass Schwyz/Zug",4,3,"47.2595071472, 8.86612996044"
"324",2017,8633,"Z-Pass Schwyz/Zug",4,3,"47.2582945457, 8.79928756953"
"325",2017,8634,"Z-Pass Schwyz/Zug",4,3,"47.2571807761, 8.76439287257"
"326",2017,8808,"Z-Pass Schwyz/Zug",25,NA,"47.1989262696, 8.78439665881"
"327",2017,8820,"Z-Pass Schwyz/Zug",23,NA,"47.2252965259, 8.66069667894"
"328",2017,8841,"Z-Pass Schwyz/Zug",4,3,"47.0982379717, 8.76391800605"
"329",2017,8880,"Z-Pass Schwyz/Zug",4,3,"47.1236719605, 9.31225883215"
"330",2017,8908,"Z-Pass Schwyz/Zug",4,3,"47.3028360537, 8.45205567939"
"331",2017,8912,"Z-Pass Schwyz/Zug",22,NA,"47.2629241023, 8.42313882825"
"332",2017,8926,"Z-Pass Schwyz/Zug",4,3,"47.2338975632, 8.49438437331"
"333",2017,8952,"Z-Pass Schwyz/Zug",4,3,"47.3967706716, 8.44899372755"
"334",2017,8957,"Z-Pass Schwyz/Zug",4,3,"47.4194061019, 8.36831287113"
"335",2017,9008,"Z-Pass Schwyz/Zug",4,3,"47.4426244886, 9.3930411664"
"336",2017,7000,"Z-Pass OSTWIND",4,3,"46.8541762749, 9.53116818992"
"337",2017,7324,"Z-Pass OSTWIND",4,3,"47.022950959, 9.46015817071"
"338",2017,8006,"Z-Pass OSTWIND",4,3,"47.3886511394, 8.55101209449"
"339",2017,8050,"Z-Pass OSTWIND",4,3,"47.4132553966, 8.55230875502"
"340",2017,8055,"Z-Pass OSTWIND",4,3,"47.3653535218, 8.49548461277"
"341",2017,8122,"Z-Pass OSTWIND",4,3,"47.3580670835, 8.62807783073"
"342",2017,8132,"Z-Pass OSTWIND",4,3,"47.2948135068, 8.69061240796"
"343",2017,8134,"Z-Pass OSTWIND",4,3,"47.3106721376, 8.52239671582"
"344",2017,8162,"Z-Pass OSTWIND",4,3,"47.4913953195, 8.43197365253"
"345",2017,8212,"Z-Pass OSTWIND",4,3,"47.6805239158, 8.60030127236"
"346",2017,8224,"Z-Pass OSTWIND",4,3,"47.7048791793, 8.54757985595"
"347",2017,8246,"Z-Pass OSTWIND",4,3,"47.6839004872, 8.6622266854"
"348",2017,8272,"Z-Pass OSTWIND",4,3,"47.6617712543, 9.08731608951"
"349",2017,8304,"Z-Pass OSTWIND",4,3,"47.4187043631, 8.59603214251"
"350",2017,8305,"Z-Pass OSTWIND",4,3,"47.4259084601, 8.61610033935"
"351",2017,8353,"Z-Pass OSTWIND",4,3,"47.4950148749, 8.86410990416"
"352",2017,8363,"Z-Pass OSTWIND",4,3,"47.4468454709, 8.91876795578"
"353",2017,8374,"Z-Pass OSTWIND",4,3,"47.4307743359, 8.98251427411"
"354",2017,8406,"Z-Pass OSTWIND",4,3,"47.4842241268, 8.70330921931"
"355",2017,8413,"Z-Pass OSTWIND",4,3,"47.5313604435, 8.66147979163"
"356",2017,8427,"Z-Pass OSTWIND",4,3,"47.5353677999, 8.56950749445"
"357",2017,8459,"Z-Pass OSTWIND",4,3,"47.5778022682, 8.63115765139"
"358",2017,8474,"Z-Pass OSTWIND",4,3,"47.5591724813, 8.76423187477"
"359",2017,8476,"Z-Pass OSTWIND",4,3,"47.6483056596, 8.7906521865"
"360",2017,8497,"Z-Pass OSTWIND",4,3,"47.3330397239, 8.92688566254"
"361",2017,8506,"Z-Pass OSTWIND",4,3,"47.6252570328, 8.93478087836"
"362",2017,8552,"Z-Pass OSTWIND",59,NA,"47.5785638281, 8.9410321629"
"363",2017,8555,"Z-Pass OSTWIND",37,NA,"47.6042061179, 9.00488481225"
"364",2017,8580,"Z-Pass OSTWIND",4,3,"47.5627319833, 9.31435293754"
"365",2017,8583,"Z-Pass OSTWIND",4,3,"47.5430302771, 9.18879967952"
"366",2017,8590,"Z-Pass OSTWIND",4,3,"47.581903352, 9.39100823109"
